pcd0,pcd1,volume,addedVolume,removedVolume,surface,matchingPercent,averageNeighborsPerCell
res/point_clouds/dense_2022_09_29.ply,res/point_clouds/dense_2022_10_03.ply,-354.6298,32.7057,387.3355,3055.6799,81.7,7.5
res/point_clouds/dense_2022_09_30.ply,res/point_clouds/dense_2022_10_04.ply,-389.1784,51.1583,440.3367,3161.0799,88.0,7.6
res/point_clouds/dense_2022_10_02.ply,res/point_clouds/dense_2022_10_05.ply,-442.0735,5.1142,447.1877,2562.2399,78.5,7.2
res/point_clouds/dense_2022_10_03.ply,res/point_clouds/dense_2022_10_06.ply,-344.2782,15.5287,359.8069,2741.2799,80.9,7.3
res/point_clouds/dense_2022_10_04.ply,res/point_clouds/dense_2022_10_07.ply,-389.7620,8.3159,398.0779,2939.9199,84.6,7.4
res/point_clouds/dense_2022_10_05.ply,res/point_clouds/dense_2022_10_08.ply,-483.3772,7.5295,490.9067,2789.7199,74.5,7.4
res/point_clouds/dense_2022_10_06.ply,res/point_clouds/dense_2022_10_10.ply,263.5281,339.9012,76.3731,2639.5199,72.9,7.4
res/point_clouds/dense_2022_10_07.ply,res/point_clouds/dense_2022_10_11.ply,-369.9950,20.4770,390.4720,2964.5599,82.6,7.4
res/point_clouds/dense_2022_10_08.ply,res/point_clouds/dense_2022_10_12.ply,-436.3640,19.3181,455.6821,3307.6799,86.9,7.7
res/point_clouds/dense_2022_10_10.ply,res/point_clouds/dense_2022_10_13.ply,-1380.1630,2.2320,1382.3950,3228.3999,85.2,7.8
res/point_clouds/dense_2022_10_11.ply,res/point_clouds/dense_2022_10_14.ply,-596.7955,6.5321,603.3276,3281.3599,87.0,7.6
res/point_clouds/dense_2022_10_12.ply,res/point_clouds/dense_2022_10_15.ply,-255.9710,63.1412,319.1121,3084.9199,83.4,7.6
res/point_clouds/dense_2022_10_13.ply,res/point_clouds/dense_2022_10_16.ply,-287.9750,19.4707,307.4457,3452.5199,91.1,7.7
res/point_clouds/dense_2022_10_14.ply,res/point_clouds/dense_2022_10_17.ply,-191.8083,82.5973,274.4056,2818.5199,76.9,7.4
res/point_clouds/dense_2022_10_15.ply,res/point_clouds/dense_2022_10_18.ply,-223.7704,33.9686,257.7390,2498.5599,71.2,7.3
res/point_clouds/dense_2022_10_16.ply,res/point_clouds/dense_2022_10_19.ply,-383.2229,22.6609,405.8838,2949.2399,80.9,7.5
res/point_clouds/dense_2022_10_17.ply,res/point_clouds/dense_2022_10_20.ply,-432.4245,5.5245,437.9490,2716.9599,77.6,7.4
res/point_clouds/dense_2022_10_18.ply,res/point_clouds/dense_2022_10_22.ply,-466.3791,4.4886,470.8677,2284.1599,73.9,7.2
res/point_clouds/dense_2022_10_19.ply,res/point_clouds/dense_2022_10_23.ply,-466.6809,6.9604,473.6413,2944.9199,80.1,7.5
res/point_clouds/dense_2022_10_20.ply,res/point_clouds/dense_2022_10_25.ply,-464.8042,8.2510,473.0552,3045.2799,82.9,7.6
res/point_clouds/dense_2022_10_22.ply,res/point_clouds/dense_2022_10_26.ply,-244.6350,12.9202,257.5552,2592.3999,76.7,7.4
res/point_clouds/dense_2022_10_23.ply,res/point_clouds/dense_2022_10_27.ply,-286.7153,33.1131,319.8284,2329.6799,64.1,7.4
res/point_clouds/dense_2022_10_25.ply,res/point_clouds/dense_2022_10_28.ply,-401.8877,8.2769,410.1645,3215.1599,87.5,7.6
res/point_clouds/dense_2022_10_26.ply,res/point_clouds/dense_2022_10_29.ply,-285.5589,21.0279,306.5867,2722.1599,80.7,7.4
res/point_clouds/dense_2022_10_27.ply,res/point_clouds/dense_2022_10_30.ply,-280.4814,7.1587,287.6401,2260.9199,61.9,7.4
res/point_clouds/dense_2022_10_28.ply,res/point_clouds/dense_2022_10_31.ply,-401.5150,8.8726,410.3876,3417.4799,90.9,7.7
