pcd0,pcd1,volume,addedVolume,removedVolume,surface,matchingPercent,averageNeighborsPerCell
res/point_clouds/dense_ep_51_2022_09_22.ply,res/point_clouds/dense_ep_54_2022_09_27.ply,-728.9674,82.9475,811.9149,3769.9999,88.37.6
res/point_clouds/dense_ep_52_2022_09_23.ply,res/point_clouds/dense_ep_55_2022_09_28.ply,-864.4727,46.7778,911.2506,3519.4799,84.17.5
res/point_clouds/dense_ep_53_2022_09_26.ply,res/point_clouds/dense_ep_56_2022_09_29.ply,-138.0425,123.0022,261.0448,3623.3599,86.47.6
res/point_clouds/dense_ep_54_2022_09_27.ply,res/point_clouds/dense_ep_57_2022_09_30.ply,-241.9386,51.7564,293.6950,3644.2399,87.37.6
res/point_clouds/dense_ep_55_2022_09_28.ply,res/point_clouds/dense_ep_58_2022_10_02.ply,122.4780,386.9878,264.5097,3268.5199,78.47.4
res/point_clouds/dense_ep_56_2022_09_29.ply,res/point_clouds/dense_ep_59_2022_10_03.ply,-298.5772,197.4984,496.0756,3290.4399,80.17.4
res/point_clouds/dense_ep_57_2022_09_30.ply,res/point_clouds/dense_ep_60_2022_10_04.ply,-161.1602,237.4485,398.6088,3484.9999,83.17.6
res/point_clouds/dense_ep_58_2022_10_02.ply,res/point_clouds/dense_ep_61_2022_10_05.ply,-450.1790,106.8200,556.9991,3012.8399,76.27.2
res/point_clouds/dense_ep_59_2022_10_03.ply,res/point_clouds/dense_ep_62_2022_10_06.ply,-154.0703,155.6492,309.7195,3034.3599,76.47.2
res/point_clouds/dense_ep_60_2022_10_04.ply,res/point_clouds/dense_ep_63_2022_10_07.ply,-432.2553,106.9341,539.1893,3044.5999,74.37.3
res/point_clouds/dense_ep_61_2022_10_05.ply,res/point_clouds/dense_ep_64_2022_10_08.ply,-678.4237,41.8554,720.2791,3200.5999,74.07.3
res/point_clouds/dense_ep_62_2022_10_06.ply,res/point_clouds/dense_ep_66_2022_10_11.ply,-546.4991,58.9778,605.4769,2918.8799,71.77.2
res/point_clouds/dense_ep_63_2022_10_07.ply,res/point_clouds/dense_ep_67_2022_10_12.ply,-600.1692,71.0432,671.2124,2956.1599,73.07.2
res/point_clouds/dense_ep_64_2022_10_08.ply,res/point_clouds/dense_ep_68_2022_10_13.ply,-452.2333,138.5356,590.7689,3777.0799,87.17.6
res/point_clouds/dense_ep_66_2022_10_11.ply,res/point_clouds/dense_ep_69_2022_10_14.ply,-728.9002,82.7397,811.6399,3346.0399,76.57.4
res/point_clouds/dense_ep_67_2022_10_12.ply,res/point_clouds/dense_ep_70_2022_10_15.ply,-144.0426,163.3778,307.4203,3309.3599,78.27.3
