T2,-499.8550109863281,402.03009033203125,240.37449645996094
T4,-543.4710083007812,365.412109375,217.79049682617188
F2,49.648799896240234,192.08749389648438,71.74659729003906
F3,-15.554900169372559,315.3171081542969,117.34619903564453
F4,41.559600830078125,274.7651062011719,92.02519989013672
F5,53.2401008605957,163.04490661621094,78.2959976196289
11,-194.7425994873047,287.7044982910156,150.11509704589844
12,-47.1265983581543,257.7533874511719,119.07489776611328
13,-21.95439910888672,227.59559631347656,95.20700073242188
15,-19.52910041809082,238.10060119628906,96.61080169677734
16,8.276800155639648,244.6750030517578,80.66320037841797
17,-6.829599857330322,285.01300048828125,98.51799774169922
19,-141.9355926513672,324.2511901855469,141.52149963378906
