label,x,y
T2,1822.2434,1350.1412
T3,3199.4475,1126.1965
T4,1367.0416,1613.7965
F2,4005.2151,3540.8899
F4,5832.7808,2416.2383
F10,3474.3188,3195.1931
F11,5030.3823,3435.1279
