label,x,y
T1,1378.6851,566.7553
T2,5868.0220,551.7240
T4,5388.2881,870.5471
F2,1004.0866,3857.3972
F4,3750.5220,3250.2256
F10,2297.4365,3495.4263
F11,1502.0769,3968.0510
