label,x,y
T1,1381.2234,569.8804
T2,5869.6538,554.5887
T4,5390.8022,874.1059
F2,1005.9520,3861.0242
F4,3758.1235,3245.9172
F10,2300.9570,3498.4219
F11,1504.7253,3970.7566
