label,x,y
T1,1386.5966,573.0009
T2,5870.2808,557.2347
T4,5391.4180,875.5276
F2,1005.6954,3863.5098
F4,3749.9258,3259.9529
F10,2300.5403,3501.5413
F11,1505.4594,3973.6316
