label,x,y
T2,1822.5262,1350.5665
T3,3199.6272,1126.6750
T4,1365.5415,1614.1255
F2,4005.9470,3541.3364
F4,5833.0356,2416.1584
F10,3474.5742,3196.4460
F11,5030.7075,3435.4683
