label,x,y
T1,1380.4945,568.6121
T2,5870.0337,553.6832
T4,5390.8193,873.2419
F2,1005.4365,3859.7615
F4,3755.6321,3248.4275
F10,2299.9067,3497.5186
F11,1503.6758,3970.5505
