label,x,y
T1,1377.5138,567.4749
T2,5865.8037,552.0013
T4,5386.3062,871.2363
F2,1002.7814,3857.3252
F4,3747.6880,3252.3101
F10,2296.4634,3495.0688
F11,1501.0172,3967.6689
