label,x,y
T1,1381.8307,571.8943
T2,5870.8818,556.6630
T4,5391.7798,876.2204
F2,1006.5146,3863.1704
F4,3749.8125,3260.0923
F10,2301.6301,3500.6050
F11,1505.8384,3973.4421
