label,x,y
T1,1381.2571,570.8742
T2,5869.9365,556.5507
T4,5391.5767,875.7674
F2,1006.0639,3862.4028
F4,3755.2896,3251.9624
F10,2300.5544,3500.0046
F11,1505.0021,3972.0662
