#Label,X,Y,Z
F2,49.648800,192.087500,71.746600
T1,-418.339323,32.552503,234.772163
T2,-499.855038,402.030063,240.374492
T3,-302.813876,442.893837,221.992692
T4,-543.470965,365.412112,217.790506
F11,60.11264442370884,211.5654210613095,71.80521984548591
F12,-532.740987013531,391.0200451856559,238.8015963037392
F13,51.16828842964767,210.4649807756090,70.90321764529968
