# x,y
4.760747528076171875e+01,1.281616821289062500e+03
4.760747528076171875e+01,1.289551391601562500e+03
4.760747528076171875e+01,2.089551269531250000e+03
9.521495056152343750e+01,2.240308349609375000e+03
1.348878479003906250e+02,2.153028076171875000e+03
1.428224334716796875e+02,1.581738281250000000e+03
1.428224334716796875e+02,2.129224365234375000e+03
1.507570037841796875e+02,1.581738281250000000e+03
1.507570037841796875e+02,2.129224365234375000e+03
1.586915893554687500e+02,2.018140136718750000e+03
1.666261596679687500e+02,2.018140136718750000e+03
1.666261596679687500e+02,2.034009277343750000e+03
1.745607452392578125e+02,2.026074707031250000e+03
1.904299011230468750e+02,1.772168212890625000e+03
1.983644866943359375e+02,1.337158935546875000e+03
1.983644866943359375e+02,1.772168212890625000e+03
1.983644866943359375e+02,2.097485839843750000e+03
2.062990570068359375e+02,1.772168212890625000e+03
2.301027984619140625e+02,1.313355224609375000e+03
2.301027984619140625e+02,1.613476684570312500e+03
2.301027984619140625e+02,1.899121459960937500e+03
2.301027984619140625e+02,2.105420410156250000e+03
2.380373840332031250e+02,1.313355224609375000e+03
2.380373840332031250e+02,1.589672851562500000e+03
2.380373840332031250e+02,1.613476684570312500e+03
2.459719543457031250e+02,1.589672851562500000e+03
2.459719543457031250e+02,1.597607421875000000e+03
2.539065399169921875e+02,1.345093505859375000e+03
2.539065399169921875e+02,1.621411254882812500e+03
2.618411254882812500e+02,1.345093505859375000e+03
2.618411254882812500e+02,1.605542114257812500e+03
2.618411254882812500e+02,1.613476684570312500e+03
2.618411254882812500e+02,1.621411254882812500e+03
2.697756958007812500e+02,1.305420532226562500e+03
2.697756958007812500e+02,1.329224365234375000e+03
2.697756958007812500e+02,1.597607421875000000e+03
2.777102661132812500e+02,1.329224365234375000e+03
2.777102661132812500e+02,1.345093505859375000e+03
2.856448669433593750e+02,1.170532714843750000e+03
2.856448669433593750e+02,1.321289794921875000e+03
2.856448669433593750e+02,1.329224365234375000e+03
2.856448669433593750e+02,1.337158935546875000e+03
2.856448669433593750e+02,1.345093505859375000e+03
2.856448669433593750e+02,1.360962646484375000e+03
2.856448669433593750e+02,1.613476684570312500e+03
2.856448669433593750e+02,1.962598144531250000e+03
2.935794372558593750e+02,1.337158935546875000e+03
2.935794372558593750e+02,1.345093505859375000e+03
3.015140075683593750e+02,1.178467285156250000e+03
3.015140075683593750e+02,1.186401855468750000e+03
3.015140075683593750e+02,1.360962646484375000e+03
3.094486083984375000e+02,1.321289794921875000e+03
3.094486083984375000e+02,1.376831787109375000e+03
3.173831787109375000e+02,1.321289794921875000e+03
3.173831787109375000e+02,1.345093505859375000e+03
3.332523193359375000e+02,1.337158935546875000e+03
3.491214904785156250e+02,1.368897216796875000e+03
3.491214904785156250e+02,1.384766357421875000e+03
3.491214904785156250e+02,1.788037353515625000e+03
3.491214904785156250e+02,1.899121459960937500e+03
3.570560607910156250e+02,1.368897216796875000e+03
3.649906616210937500e+02,1.337158935546875000e+03
3.649906616210937500e+02,1.345093505859375000e+03
3.649906616210937500e+02,1.353028076171875000e+03
3.649906616210937500e+02,1.368897216796875000e+03
3.649906616210937500e+02,1.376831787109375000e+03
3.729252319335937500e+02,1.345093505859375000e+03
3.729252319335937500e+02,1.353028076171875000e+03
3.808598022460937500e+02,1.345093505859375000e+03
3.808598022460937500e+02,1.353028076171875000e+03
3.808598022460937500e+02,1.376831787109375000e+03
3.808598022460937500e+02,2.200635498046875000e+03
3.887944030761718750e+02,1.353028076171875000e+03
3.887944030761718750e+02,1.368897216796875000e+03
