# x,y
4.544797851562500000e+03,3.087505798339843750e+02
4.545334960937500000e+03,3.180271606445312500e+02
4.498450683593750000e+03,1.343870239257812500e+03
1.560132812500000000e+03,2.203451904296875000e+03
4.601273437500000000e+03,1.415210815429687500e+03
1.649677368164062500e+03,1.626876464843750000e+03
9.524087524414062500e+01,2.477539794921875000e+03
1.656611572265625000e+03,1.626346435546875000e+03
1.035085983276367188e+02,2.476315429687500000e+03
3.012902526855468750e+02,2.354391113281250000e+03
3.086547546386718750e+02,2.353535156250000000e+03
3.013781738281250000e+02,2.365769531250000000e+03
3.094689941406250000e+02,2.359280517578125000e+03
9.202342529296875000e+02,2.010697753906250000e+03
5.491356445312500000e+03,9.645989990234375000e+01
9.295097656250000000e+02,2.010076049804687500e+03
2.694430236816406250e+02,2.423183837890625000e+03
9.353855590820312500e+02,2.010865844726562500e+03
5.544931640625000000e+03,5.472817230224609375e+01
1.714008789062500000e+03,1.653066406250000000e+03
7.785444335937500000e+02,2.153877929687500000e+03
2.787569274902343750e+02,2.429094726562500000e+03
5.553258789062500000e+03,5.382380676269531250e+01
1.719803100585937500e+03,1.629480590820312500e+03
1.720306030273437500e+03,1.652956787109375000e+03
1.728002319335937500e+03,1.628495605468750000e+03
1.729140380859375000e+03,1.636889648437500000e+03
5.546502929687500000e+03,1.050837936401367188e+02
1.720406127929687500e+03,1.661863159179687500e+03
5.560492675781250000e+03,1.047696075439453125e+02
1.735060546875000000e+03,1.645673217773437500e+03
1.735046997070312500e+03,1.651993652343750000e+03
1.728851074218750000e+03,1.660891967773437500e+03
5.591739257812500000e+03,3.951017379760742188e+01
5.576247070312500000e+03,7.815737915039062500e+01
1.744969970703125000e+03,1.634971191406250000e+03
5.584944824218750000e+03,7.793745422363281250e+01
5.577319335937500000e+03,1.018352203369140625e+02
3.767160156250000000e+03,4.994460144042968750e+02
5.599895996093750000e+03,6.505803680419921875e+01
5.592559570312500000e+03,7.943260955810546875e+01
5.592140625000000000e+03,8.817504882812500000e+01
5.584576171875000000e+03,1.026780242919921875e+02
5.577154785156250000e+03,1.286929931640625000e+02
1.757781127929687500e+03,1.647166625976562500e+03
1.789056030273437500e+03,1.952578125000000000e+03
5.600687500000000000e+03,8.751870727539062500e+01
5.591207031250000000e+03,1.029598388671875000e+02
3.788598388671875000e+03,5.054659729003906250e+02
3.792758300781250000e+03,5.157949829101562500e+02
5.593107421875000000e+03,1.277675704956054688e+02
5.625275390625000000e+03,6.411407470703125000e+01
5.591166992187500000e+03,1.526593627929687500e+02
5.633141113281250000e+03,6.366073608398437500e+01
5.623163574218750000e+03,1.023067398071289062e+02
5.640607421875000000e+03,8.630335998535156250e+01
5.647372070312500000e+03,1.346643829345703125e+02
5.640662109375000000e+03,1.595215301513671875e+02
1.007269042968750000e+03,2.025556152343750000e+03
1.421200439453125000e+03,2.002576538085937500e+03
5.656296875000000000e+03,1.359845886230468750e+02
5.678374023437500000e+03,8.599613952636718750e+01
5.678629882812500000e+03,9.500399017333984375e+01
5.672771484375000000e+03,1.114393157958984375e+02
5.664220703125000000e+03,1.348672637939453125e+02
5.656787109375000000e+03,1.512848968505859375e+02
5.688033203125000000e+03,9.310829162597656250e+01
5.680675781250000000e+03,1.109599914550781250e+02
5.696764648437500000e+03,9.485961151123046875e+01
