Label,X_est,Y_est,Z_est,Omega_est,Phi_est,Kappa_est
IMG_1289.jpg,312.930747,300.536595,135.159918,-83.914310,80.177810,174.222339
IMG_2814.jpg,151.703845,99.171778,91.618363,100.281584,54.781799,-12.652574
