#Label,Enable,X_est,Y_est,Z_est,Yaw_est,Pitch_est,Roll_est,X_var,Y_var,Z_var,Yaw_var,Pitch_var,Roll_var
IMG_1304.jpg,1,416623.052914,5091365.774258,1902.558188,214.295373,88.654373,0,0.023149,0.030711,0.0062,0.11179,0.014285,0.114753
IMG_2829.jpg,1,416651.773191,5091110.090053,1859.031051,43.954717,82.638715,145.129051,0.010365,0.003765,0.003539,0.039951,0.00711,0.041681
